paper_id,source_db,title,authors,journal,year,doi,pmid,study_type,tea_type,material_form,component_group,activity_category,processing_present,extraction_present,microbiome_present,include_status,exclusion_reason,notes
PMID_41829951,PubMed,Dietary Polyphenols as Modulators of Bifidobacterium in the Human Gut Microbiota.,Toderescu CD; Parveen M; Trifunschi S; Oancea A; Jurj GCC; Cresneac IG; Munteanu MF; Ciopanoiu I; Boru C; Pogurschi EN; Ionite C; Stefanache A; Lungu II,Nutrients,2026,10.3390/nu18050782,41829951,meta-analysis,green tea,tea extract,mixed polyphenols,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q1;Q5; abstract_saved_in_raw_batch
PMID_41829240,PubMed,Process Optimization of GABA Instant White Tea Based on Response Surface Methodology and Analysis of Key Flavor Substances.,Yang D; Wang T; Jiao W; Chen Q; Bo N; Guan Y; Jiang B; Gao H; Tao X; Yang F; Liang P; Cai B; Pan G; Zhou Y; Zhao C; Zhao M,"Foods (Basel, Switzerland)",2026,10.3390/foods15050967,41829240,animal study,white tea,tea extract,theanine,other,yes,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41829193,PubMed,Systematic Identification of Characteristic Metabolites and Analysis of Quality and Metabolomic Profiles of Yunnan Kucha White Tea.,Liu Y; Pang D; Chen C; Tian Y; Deng S; Xu Y; Jiang H; Liu Y; Li Y; Zhou Y; Chen L,"Foods (Basel, Switzerland)",2026,10.3390/foods15050924,41829193,plant/agronomy study,white tea,purified component,caffeine,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41829159,PubMed,Probiotic-Driven Metabolic Transformation in Dark Tea: Enhanced Bioactives and Gut Microbiota Modulation Underlie Its Alleviation Effect Against Constipation.,Xie Y; Song X; Zhang Z; Zhou Z; Liu H; Wang Z; Jia L,"Foods (Basel, Switzerland)",2026,10.3390/foods15050886,41829159,animal study,dark tea,unspecified material,multiple component groups,gut microbiota modulation,yes,no,yes,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41829138,PubMed,Unraveling Variations in Primary Metabolites of Longjing Green Tea During Processing and from Different Geographical Origins.,Lin Z; Chen M; Zhou B; Tan J; Zeng L; Lin Z; Tang J; Dai W,"Foods (Basel, Switzerland)",2026,10.3390/foods15050865,41829138,animal study,green tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41829109,PubMed,Taste Modulation of White Tea by Red/Blue-LED-Assisted Withering Revealed via Non-Volatile Metabolomics.,Wu D; Deng Y; Xing J; Wen L; Ma J; Dong D; Cao F,"Foods (Basel, Switzerland)",2026,10.3390/foods15050836,41829109,unspecified,white tea,purified component,caffeine,other,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41828893,PubMed,GC-MS Analysis and Antioxidant Evaluation of Essential Oils from Chimonanthus salicifolius and Chimonanthus nitens.,Pan A; Gu X; Zheng M; Chen L; Yang N,"Molecules (Basel, Switzerland)",2026,10.3390/molecules31050906,41828893,animal study,unspecified tea,tea extract,whole extract,antioxidant,no,yes,no,include,,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41828808,PubMed,Galloylation-Driven Anchoring of the Asp325-Asp336 Ridge: The Molecular Logic Behind the Superior Kinetic Stabilization of HMPV Fusion Protein by Green Tea Dimeric Catechins.,Nilewar SS; Chobe SS; Gurav AD; Kureshi SB; Palande SB; Escobar-Cabrera J; Hernández-Rosas F; Pawar TJ,"Molecules (Basel, Switzerland)",2026,10.3390/molecules31050821,41828808,animal study,green tea,purified component,catechins,other,no,no,no,maybe,,matched_queries=Q3; abstract_saved_in_raw_batch
PMID_41828611,PubMed,Do Adjunctive Therapies with Natural Products Improve Periodontal Clinical Parameters After Non-Surgical Treatment? A Systematic Review and Meta-Analysis.,de Molon RS; Rodrigues JVS; de Avila ED; da Silva Barbirato D; Franco Moura JP; Monteiro GV; Alves MV; Theodoro LH; Vernal R; Teughels W,International journal of molecular sciences,2026,10.3390/ijms27052394,41828611,meta-analysis,green tea,purified component,catechins,anti-inflammatory,no,no,no,include,,matched_queries=Q1;Q2;Q5; abstract_saved_in_raw_batch
PMID_41820002,PubMed,[Effects of different aging years of Liupao tea on metabolic indexes and body composition of overweight and obese people].,Hu Q; Wang Y; Chen B; Ma D,Wei sheng yan jiu = Journal of hygiene research,2026,10.19813/j.cnki.weishengyanjiu.2026.01.016,41820002,randomized controlled trial,unspecified tea,tea infusion,multiple component groups,metabolic improvement,no,no,no,include,,matched_queries=Q5; abstract_saved_in_raw_batch
PMID_41819933,PubMed,Analysis of the synergistic effects of tea cultivars and regional environments on metabolic phenotypes.,Wang Y; Zhang Y; Wang L; He M; Wu L; Liu G; Wang Y; Wang L; Wei K,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118790,41819933,animal study,unspecified tea,tea extract,caffeine,metabolic improvement,no,yes,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41819930,PubMed,Integrating the use of feijoa pulp and peel (Acca sellowiana) in kombucha fermentation: a sustainable approach to promote functionality and sensory acceptability.,Ferreira ALA; Wanderley BRDSM; Pinto FAMF; Gonzaga L; Costa ACO; Silva B; Vitali L; Silveira RD; Welke JE; Piccolotto PA; Müller CMO; Amboni RDMC; Fritzen-Freire CB,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118781,41819930,animal study,green tea,fermented beverage,catechins,antioxidant,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41819924,PubMed,Rapid geographical traceability and quality identification of black tea via integration of ambient mass spectrometry and machine learning.,Zeng H; Wang X; Ge M; Liu M; Wang Z; Kong X; Weng J; Du X; Xiong W; Wen L,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118764,41819924,animal study,black tea,tea extract,whole extract,metabolic improvement,no,yes,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41819882,PubMed,"Investigation on off-flavor mitigation in pickled bamboo shoots via ultrasonic processing, tea polyphenol treatment, and Corynebacterium glutamicum fermentation.",Zhang X; Li Y; Li J; Shan Y; Gong X; Yao H; Zhou W; Wang M; Tong LT,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118747,41819882,plant/agronomy study,unspecified tea,purified component,mixed polyphenols,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41812944,PubMed,A gelatin/trehalose-based edible coating inhibits quality deterioration of pre-cooked beef during frozen storage.,Wang J; Ma Y; Zhao R; Zhang H; Geng Z; Li H; Wang Y; Xia N; Xu L,International journal of biological macromolecules,2026,10.1016/j.ijbiomac.2026.151334,41812944,animal study,unspecified tea,purified component,mixed polyphenols,antioxidant,no,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q2;Q3; abstract_saved_in_raw_batch
PMID_41812449,PubMed,Characterization of key aroma compounds contributing to tropical fruity and Citrus notes and the mechanism of characteristic aroma formation in Dali-variety black tea.,Wang D; Huang X; Liu Y; He L; Wu X; Wu F; Luo L; Zeng L,Food chemistry,2026,10.1016/j.foodchem.2026.148762,41812449,unspecified,black tea,tea leaf,multiple component groups,metabolic improvement,yes,no,no,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41808472,PubMed,Metabolic Conversion and Quality Contribution of Tea-Derived Aspergillus nidulans and its Safety Assessment in Dark Tea Manufacture.,Cheng L; Zhu H; Peng L; Li X; Xu L; Yang M; Yang Y; Wei X,Journal of agricultural and food chemistry,2026,10.1021/acs.jafc.5c17842,41808472,plant/agronomy study,dark tea,purified component,catechins,metabolic improvement,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41804768,PubMed,Epigallocatechin-3-gallate ameliorates LPS-induced ARDS by modulating Akkermansia-associated SCFAs metabolism and inhibiting the JAK2/STAT3 candidate signaling pathway.,Fan S; Yin G; Ren Y; Fan X; Liang Y; Ma N; Luo Y; Deng Y; Zhang C; Xiang T; Zuo J; Tang J; Luo D; Fan X,Food & function,2026,10.1039/d5fo05380c,41804768,animal study,green tea,purified component,tea polysaccharides,gut microbiota modulation,no,no,yes,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41802656,PubMed,L-theanine as a sustainable feed additive: Evaluating impacts on animal health and production efficiency.,Wu S; Cui X,Microbial pathogenesis,2026,10.1016/j.micpath.2026.108432,41802656,systematic review,unspecified tea,unspecified material,theanine,gut microbiota modulation,no,no,yes,include,,matched_queries=Q1; abstract_saved_in_raw_batch
PMID_41800414,PubMed,Synergistic inhibition of Streptococcus mutans biofilms by fluoride and epigallocatechin gallate: insights from multi-omics analysis.,Chen Y; Wu T; Jiang L; Zhao J,Frontiers in microbiology,2026,10.3389/fmicb.2026.1766833,41800414,animal study,green tea,purified component,tea polysaccharides,metabolic improvement,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41799109,PubMed,BBB Permeability and Cytotoxic Profiles of Tea Phytoconstituents via Nanoliposomes.,De D; Sutradhar S; Dey S; Hazra A; Mukherjee S; Kumar A; Das S; Ray S,ACS omega,2026,10.1021/acsomega.5c04210,41799109,animal study,unspecified tea,purified component,theaflavins,neuroprotection,no,no,no,include,,matched_queries=Q2;Q3; abstract_saved_in_raw_batch
PMID_41799090,PubMed,From Chemistry to Functionality: HPLC-DAD/LC-MS/MS Characterization of Bee Product-Enriched Prunus spinosa L. Kombucha with In Vitro Antidiabetic Activity and Bioaccessibility.,Türkol M; Maviş ÇY; Yıkmış S,ACS omega,2026,10.1021/acsomega.6c00008,41799090,plant/agronomy study,fermented tea,fermented beverage,catechins,antioxidant,no,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41798939,PubMed,"Integrating network pharmacology, microbiomics, and metabolomics to uncover the therapeutic effect of Liubao tea on osteoarthritis.",Le G; Wen R; Huang Z; Fang H; Zheng J; Wang Y; Luo H,Frontiers in immunology,2026,10.3389/fimmu.2026.1746350,41798939,animal study,fermented tea,tea extract,whole extract,gut microbiota modulation,no,yes,yes,include,,matched_queries=Q2;Q3; abstract_saved_in_raw_batch
PMID_41797132,PubMed,"A chitosan-tea polyphenol composite hydrogel with integrated antibacterial, antioxidant and immunomodulatory functions for the tissue regeneration of MRSA-infected wounds.",Zeng Z; Kang L; He Y; Guan Y; Cao Y; Zhang X; Yuan WE,Bioorganic chemistry,2026,10.1016/j.bioorg.2026.109722,41797132,animal study,unspecified tea,purified component,catechins,antioxidant,no,no,no,include,,matched_queries=Q2; abstract_saved_in_raw_batch
PMID_41796839,PubMed,Pharmacological effects and molecular targets of L-theanine in cardiovascular diseases and comorbidities.,García-Niño WR; Zúñiga-Muñoz AM; Maldonado-Macías XP,European journal of pharmacology,2026,10.1016/j.ejphar.2026.178715,41796839,systematic review,green tea,purified component,theanine,anti-obesity,no,no,no,include,,matched_queries=Q1;Q2; abstract_saved_in_raw_batch
PMID_41794509,PubMed,"Effects of baking degree of Longjing green tea on flavor attributes, antioxidant activity and advanced glycation end products.",Wei R; Zhong XY; Kayama K; Lin YH; Qin FT; Su ZC; Xu YQ,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118654,41794509,plant/agronomy study,green tea,purified component,caffeine,antioxidant,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q2;Q4; abstract_saved_in_raw_batch
PMID_41794494,PubMed,Dynamic flavor changes and metabolite profiles of rose petals during black tea processing.,Zhang X; Chen H; Zhang F; Zhao Y; Shi J; Dong C,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118621,41794494,plant/agronomy study,black tea,tea leaf,multiple component groups,other,yes,no,no,exclude,Out of scope: plant/agronomy rather than functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
PMID_41794478,PubMed,Kombucha meets circular economy: A microbiome and metabolite perspective on second fermentation with plant by-products.,Chiarini E; Buzzanca D; Devizia A; Giordano M; Dipietro F; Zeppa G; Alessandria V,"Food research international (Ottawa, Ont.)",2026,10.1016/j.foodres.2026.118597,41794478,animal study,fermented tea,fermented beverage,multiple component groups,gut microbiota modulation,yes,no,yes,exclude,Out of scope for tea functional activity evidence.,matched_queries=Q4; abstract_saved_in_raw_batch
