record_id,paper_id,tea_type,material_form,component_group,compound_name,activity_category,endpoint_label,study_type,evidence_level,model_system,dose_exposure,effect_direction,processing_step,extraction_method,cultivar,origin,mechanism_label,microbiota_taxon,microbial_metabolite,host_phenotype,claim_text_raw,confidence_score,annotator_id,adjudication_status,notes
PMID_38745351_R1,PMID_38745351,oolong tea,purified component,mixed polyphenols,oolong tea polyphenols,neuroprotection,cognitive decline microglia activation and synaptic plasticity impairment in circadian rhythm disorder model,animal study,preclinical_in_vivo,rodent cognitive impairment model induced by circadian rhythm disorder,as reported in paper,positive,,,,,microglia activation reduction; intestinal barrier protection; BDNF-PSD95-SYN synaptic plasticity support,Muribaculaceae; Clostridia_UCG-014; Desulfovibrio,LPS; SCFAs; glutamate,cognitive impairment phenotype,"OTP relieved microglia activation, reduced LPS and glutamate-related neurotoxicity, increased SCFAs, upregulated Muribaculaceae and Clostridia_UCG-014, downregulated Desulfovibrio, and improved synaptic plasticity markers including BDNF, PSD-95, and SYN.",0.98,codex_v1,full_text_refined,Refined from PubMed abstract with named taxa/metabolites and synaptic markers
PMID_39452088_R1,PMID_39452088,dark/post-fermented tea,fermented beverage,mixed polyphenols,,anti-obesity,obesity-related outcomes via gut microbiota review summary,systematic review,evidence_synthesis_nonquantitative,review synthesis,not_applicable,positive,aging/post-fermentation,,,,microbiota-mediated anti-obesity mechanisms,,,,Review summarizing fermented tea effects on gut microbiota and obesity-related outcomes.,0.92,codex_v1,adjudicated,Fermented tea bridge
PMID_39732435_R1,PMID_39732435,black tea,fermented beverage,whole extract,,gut microbiota modulation,gut microbiota modulation in individuals with and without obesity with stronger effect in obesity,randomized controlled trial,human_interventional,human participants with and without obesity,regular black tea kombucha consumption for 8 weeks as reported,positive,fermentation/oxidation,,,,commensal enrichment in obese subgroup,Bacteroidota; Akkermansiaceae; Subdoligranulum; Ruminococcus; Dorea,,microbiota profile,"Regular black tea kombucha consumption positively influenced gut microbiota in both normal and obese groups, with enrichment of commensal bacteria such as Bacteroidota and Akkermansiaceae and reduction of Ruminococcus and Dorea, especially in the obese group.",0.97,codex_v1,abstract_refined,Human microbiome intervention refined from PubMed abstract and review snippet
PMID_38430822_R1,PMID_38430822,green tea,tea extract,mixed polyphenols,green tea extract,metabolic improvement,fasting glucose reduction and circulating endotoxin reduction in adults with gut-barrier improvement,randomized controlled trial,human_interventional,healthy adults and adults with metabolic syndrome,decaffeinated catechin-rich green tea extract confection as reported,positive,,tea extract confection,,,reduced small intestinal permeability; reduced gut inflammation,,,metabolic syndrome phenotype,"Catechin-rich green tea extract decreased circulating endotoxin and fasting glucose, likely by reducing gut inflammation and small intestinal permeability.",0.96,codex_v1,abstract_refined,Human barrier/glucose mechanism refined from PubMed abstract
PMID_38430822_R2,PMID_38430822,green tea,tea extract,mixed polyphenols,green tea extract,anti-inflammatory,systemic inflammatory marker outcomes in adults,randomized controlled trial,human_interventional,healthy adults and adults with metabolic syndrome,decaffeinated catechin-rich green tea extract confection as reported,no_clear_effect,,tea extract confection,,,reduced gut inflammation without systemic cytokine change,,,systemic inflammation phenotype,The trial suggested reduced gut inflammation and improved barrier function but without improvement in systemic inflammation markers.,0.95,codex_v1,abstract_refined,Negative-control style human inflammation record refined from PubMed abstract
PMID_38745671_R1,PMID_38745671,green tea,tea extract,mixed polyphenols,green tea extract,anti-inflammatory,airway inflammation suppression in asthmatic mice and airway epithelial cells,animal study,preclinical_in_vivo,asthmatic mice and human airway epithelial cells,as reported in paper,positive,,tea extract,,,,MAPKs/MMP-9 signaling modulation,,,,Green tea extract suppressed airway inflammation via oxidative stress-driven MAPKs/MMP-9 signaling.,0.93,codex_v1,adjudicated
PMID_38745671_R2,PMID_38745671,green tea,tea extract,mixed polyphenols,green tea extract,antioxidant,oxidative stress reduction in asthmatic model,animal study,preclinical_in_vivo,asthmatic mice and human airway epithelial cells,as reported in paper,positive,,tea extract,,,,oxidative stress-driven signaling reduction,,,,Green tea extract reduced oxidative-stress-related signaling in the asthmatic model.,0.91,codex_v1,adjudicated
PMID_38031409_R1,PMID_38031409,green tea,tea extract,mixed polyphenols,green tea extract,anti-obesity,body composition and obesity-related hormone outcomes,meta-analysis,evidence_synthesis,human randomized trials,dose-response across included RCTs,mixed,,tea extract supplementation,,,,,,,,Dose-response meta-analysis of randomized trials on green tea extract supplementation and body composition/obesity-related hormone outcomes.,0.92,codex_v1,adjudicated
PMID_38031409_R2,PMID_38031409,green tea,tea extract,mixed polyphenols,green tea extract,antioxidant,oxidative stress marker outcomes in adults,meta-analysis,evidence_synthesis,human randomized trials,dose-response across included RCTs,positive,,tea extract supplementation,,,,,,,,Green tea extract supplementation improved oxidative stress markers in randomized trials.,0.93,codex_v1,adjudicated
PMID_40160899_R1,PMID_40160899,green tea,tea extract,mixed polyphenols,green tea,antioxidant,oxidative stress and antioxidant status markers in adults,meta-analysis,evidence_synthesis,human randomized trials,across included RCTs,positive,,supplementation or beverage as reported,,,,,,,,"Green tea improved oxidative status markers including TAC, SOD, GPX and reduced MDA in the meta-analysis.",0.94,codex_v1,adjudicated
PMID_40160899_R2,PMID_40160899,green tea,tea extract,mixed polyphenols,green tea,anti-inflammatory,inflammatory marker outcomes in adults,meta-analysis,evidence_synthesis,human randomized trials,across included RCTs,mixed,,supplementation or beverage as reported,,,,,,,,"Green tea showed limited or mixed effects on inflammatory markers, with improvement not consistent across CRP, IL-6 and TNF-alpha.",0.94,codex_v1,adjudicated
PMID_40957830_R1,PMID_40957830,unspecified tea,purified component,tea polysaccharides,Bai Mao tea polysaccharides,anti-obesity,body weight reduction improved insulin sensitivity and adipose browning in diet-induced obesity,animal study,preclinical_in_vivo,mice with diet-induced obesity,50;100;200 mg/kg BW for 8 weeks,positive,,,,,microbiota-butyrate-adipose axis; thermogenesis activation,Bifidobacterium species,butyrate,obesity-related phenotype,"BMTP significantly reduced body weight, improved insulin sensitivity, decreased adipocyte volume, increased multivesicular adipocyte-like cells, and upregulated UCP1 in iWAT and iBAT.",0.97,codex_v1,full_text_refined,Refined from PubMed abstract and ACS snippet
PMID_40957830_R2,PMID_40957830,unspecified tea,purified component,tea polysaccharides,Bai Mao tea polysaccharides,gut microbiota modulation,butyrate production and gut microbiota-driven adipose thermogenesis,animal study,preclinical_in_vivo,mice with diet-induced obesity,50;100;200 mg/kg BW for 8 weeks,positive,,,,,butyrate-mediated adipose browning; PGC-1alpha/UCP1 thermogenic programming,Bifidobacterium species,butyrate,adipose browning,BMTP increased serum and colonic butyric acid levels and shifted gut microbiota composition; antibiotic treatment worsened obesity while butyrate supplementation partially restored body weight insulin sensitivity and thermogenic proteins PGC-1alpha and UCP1.,0.97,codex_v1,full_text_refined,Refined from PubMed abstract and ACS snippet
PMID_39255891_R1,PMID_39255891,unspecified tea,purified component,tea polysaccharides,tea flower polysaccharide,metabolic improvement,body weight fat accumulation liver steatosis and dyslipidemia improvement in HFD mice,animal study,preclinical_in_vivo,high-fat diet induced mice,400 and 800 mg/kg BW/d as reported,positive,,,,,reduced pro-inflammatory cytokines; metabolic syndrome attenuation,taxa to be verified from full text,,metabolic syndrome phenotype,"TFPS significantly mitigated HFD-induced metabolic syndrome, including reductions in body weight, fat accumulation, liver steatosis, TC, TG, LDL-C, and pro-inflammatory cytokines TNF-alpha, IL-6, and IL-1beta, with increased IL-10.",0.96,codex_v1,abstract_refined,Phenotype and cytokine details refined from PubMed abstract
PMID_39255891_R2,PMID_39255891,unspecified tea,purified component,tea polysaccharides,tea flower polysaccharide,gut microbiota modulation,gut microbiota modulation linked to metabolic syndrome attenuation,animal study,preclinical_in_vivo,high-fat diet induced mice,400 and 800 mg/kg BW/d as reported,positive,,,,,gut microbiota-associated metabolic regulation,taxa to be verified from full text,,metabolic syndrome phenotype,Tea flower polysaccharide attenuated metabolic syndrome in association with modulation of gut microbiota in HFD-induced mice.,0.94,codex_v1,abstract_refined,Kept conservative on taxa pending full-text check
PMID_39153277_R1,PMID_39153277,unspecified tea,purified component,tea polysaccharides,yellow tea polysaccharides,metabolic improvement,hepatic cholesterol accumulation and NAFLD progression reduction in mice,animal study,preclinical_in_vivo,mice NAFLD model,as reported in paper,positive,,,,,alternative bile acid synthesis activation; FXR-FGF15-FGFR4-ASBT suppression; FXR-SHP pathway modulation,Muribaculaceae; Pseudomonas; acterium_coprostanoligenes_group; Clostridiales; Lachnospiraceae_NK4A136_group; Delftia; Dubosiella; Romboutsia,conjugated bile acids; non-12OH bile acids,NAFLD phenotype,"YTP altered colonic bile-acid composition, increased conjugated and non-12OH bile acids, decreased FXR, FGF15, FGFR4, and ASBT, increased Cyp7a1 and Cyp27a1, and inhibited hepatic cholesterol accumulation in NAFLD mice.",0.97,codex_v1,abstract_refined,Added bile-acid pathway and taxa from PubMed abstract
PMID_39153277_R2,PMID_39153277,unspecified tea,purified component,tea polysaccharides,yellow tea polysaccharides,gut microbiota modulation,gut microbiota and bile acid metabolism modulation in mice with BSH-related remodeling,animal study,preclinical_in_vivo,mice NAFLD model,as reported in paper,positive,,,,,bile salt hydrolase-related microbial remodeling; taurine-metabolism genera increase,Muribaculaceae; Pseudomonas; acterium_coprostanoligenes_group; Clostridiales; Lachnospiraceae_NK4A136_group; Delftia; Dubosiella; Romboutsia,conjugated bile acids; non-12OH bile acids,NAFLD phenotype,"YTP reshaped the intestinal microbiome by decreasing BSH-producing genera and increasing taurine-metabolism genera, with multiple genera strongly correlated with specific bile-acid monomers.",0.96,codex_v1,abstract_refined,Added BSH/taurine-metabolism mechanism and taxa list from PubMed abstract
PMID_39479919_R1,PMID_39479919,unspecified tea,purified component,tea polysaccharides,tea flower polysaccharides,antioxidant,oxidative stress reduction and antioxidant enzyme restoration in aging mice,animal study,preclinical_in_vivo,D-galactose-induced aging mice,as reported in paper,positive,,,,,NF-kB suppression; antioxidant enzyme restoration; oxidative stress reduction,Firmicutes/Bacteroidota ratio; Lactobacillus,,oxidative damage phenotype,"TFPS improved gut microbiota homeostasis, reduced the Firmicutes to Bacteroidota ratio, increased Lactobacillus, increased SOD CAT and POD activity, and reduced MDA in aging mice.",0.97,codex_v1,abstract_refined,Added gut-microbiota and oxidative-stress marker details from PubMed abstract
PMID_39479919_R2,PMID_39479919,unspecified tea,purified component,tea polysaccharides,tea flower polysaccharides,neuroprotection,microglial activation and neuroinflammation reduction in aging mice,animal study,preclinical_in_vivo,D-galactose-induced aging mice,as reported in paper,positive,,,,,microglial activation reduction; neuroinflammation suppression,Firmicutes/Bacteroidota ratio; Lactobacillus,,microglial oxidative damage,"TFPS reduced excessive hippocampal microglial activation, down-regulated IL-6 IL-1beta TNF-alpha and NF-kB, and alleviated neuroinflammation in aging mice while regulating gut microbiota.",0.96,codex_v1,abstract_refined,Added neuroinflammation and microbiota detail from PubMed abstract
PMID_40640361_R1,PMID_40640361,unspecified tea,purified component,tea polysaccharides,tea polysaccharides,gut microbiota modulation,gut microbiota alteration in mice,animal study,preclinical_in_vivo,mice,as reported in paper,positive,,,,,physiology-associated microbiota modulation,taxa as reported,,physiological health indicators,Tea polysaccharides altered gut microbiota and physiological health indicators in mice.,0.91,codex_v1,adjudicated,General microbiota paper
PMID_40640361_R2,PMID_40640361,unspecified tea,purified component,tea polysaccharides,tea polysaccharides,metabolic improvement,physiological health indicator improvement in mice,animal study,preclinical_in_vivo,mice,as reported in paper,positive,,,,,microbiota-associated physiological regulation,taxa as reported,,physiological health indicators,Tea polysaccharides improved physiological health indicators in mice alongside gut microbiota changes.,0.89,codex_v1,adjudicated,General physiology paper
PMID_36449351_R1,PMID_36449351,dark/post-fermented tea,purified component,tea polysaccharides,Heimao tea polysaccharides,anti-obesity,obesity amelioration with enhanced adipocyte thermogenesis in high-fat diet mice,animal study,preclinical_in_vivo,high-fat diet mice,as reported in paper,positive,aging/post-fermentation,,,,gut microbiota-dependent thermogenesis,Dubosiella; Romboutsia,,obesity-related phenotype,"Heimao tea polysaccharides ameliorated obesity by enhancing gut microbiota-dependent adipocyte thermogenesis in mice fed a high-fat diet, with Dubosiella and Romboutsia closely associated with the anti-obesity effect.",0.96,codex_v1,abstract_refined,Added named taxa from PubMed abstract
PMID_36449351_R2,PMID_36449351,dark/post-fermented tea,purified component,tea polysaccharides,Heimao tea polysaccharides,gut microbiota modulation,gut microbiota-dependent adipocyte thermogenesis mechanism in obese mice,animal study,preclinical_in_vivo,high-fat diet mice,as reported in paper,positive,aging/post-fermentation,,,,microbiota-thermogenesis axis,Dubosiella; Romboutsia,,adipocyte thermogenesis,Dubosiella and Romboutsia increased significantly and were negatively correlated with body weight and positively correlated with iBAT index in HMTP-treated obese mice.,0.96,codex_v1,abstract_refined,Added taxa-correlation information from PubMed abstract
PMID_41907215_GLM1,PMID_41907215,green tea,purified component,catechins,,gut microbiota modulation,ARDS mitigation,systematic review,evidence_synthesis_nonquantitative,review synthesis,,positive,,,,,gut-lung axis modulation,,,gut homeostasis; barrier function; immune response,"EGCG shows promise in ARDS therapy by restoring gut homeostasis, enhancing barrier function, modulating immune responses.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41901054_GLM1,PMID_41901054,green tea,purified component,mixed polyphenols,,anti-obesity,age of first menstruation,systematic review,evidence_synthesis_nonquantitative,human,,negative,,,,,,,,obesity,polyphenols from decaffeinated green tea (DGTP) may contribute to lowering the age of first menstruation in girls living with obesity.,0.80,glm5_nvidia,llm_title_abstract_annotated,Effect pertains specifically to girls with obesity.; llm_postprocessed=true
PMID_41899489_GLM1,PMID_41899489,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,NAFLD amelioration,animal study,preclinical_in_vivo,mouse model,,positive,,,,,gut-liver axis: promotes butyrate production to skew macrophages to M2,,butyric acid,reduced liver inflammation and injury,TPS ameliorates NAFLD-associated inflammation by modulating the gut-liver axis and promoting M2 macrophage polarization.,0.95,glm5_nvidia,llm_title_abstract_annotated,Dose: 100 mg/kg daily for 14 weeks.; llm_postprocessed=true
PMID_41899489_GLM2,PMID_41899489,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,microbial metabolite production,animal study,preclinical_in_vivo,mouse model,,positive,,,,,TPS promotes gut microbiota production of butyric acid,,butyric acid,,"TPS...promotes the production of butyric acid by gut microbiota, which in turn regulates macrophage polarization.",0.90,glm5_nvidia,llm_title_abstract_annotated,Specific taxa not mentioned in abstract.; llm_postprocessed=true
PMID_41898599_GLM1,PMID_41898599,fermented tea,fermented beverage,multiple component groups,,antioxidant,antioxidant capacity,systematic review,evidence_synthesis_nonquantitative,in vitro,,unclear,,,,,phenolic compounds,,organic acids,,"This composition varies significantly depending on the fermentation conditions, which in turn modifies the beverage's bioactive properties (i.e., antioxidant capacity or antimicrobial properties, among others).",0.85,glm5_nvidia,llm_title_abstract_annotated,Bioactivity attributed to phenolic compounds and organic acids.; llm_postprocessed=true
PMID_41898599_GLM2,PMID_41898599,fermented tea,fermented beverage,multiple component groups,,other,antimicrobial properties,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,bioactive compounds,,,,"This composition varies significantly depending on the fermentation conditions, which in turn modifies the beverage's bioactive properties (i.e., antioxidant capacity or antimicrobial properties, among others).",0.80,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41897706_GLM1,PMID_41897706,unspecified tea,purified component,theaflavins,,other,Plasma F Cmax,animal study,preclinical_in_vivo,rat model,,negative,,,,,Fecal F excretion increase,,,,"High-dose EGCG (450 mg/kg) reduced Cmax by 61.76% and total exposure (AUC0-t) by 37.48% compared to the control, while significantly increasing fecal F by 26.79%.",0.90,glm5_nvidia,llm_title_abstract_annotated,Component: EGCG.; Component: Theabrownin.; Component: Tea polysaccharides.; llm_postprocessed=true
PMID_41888324_GLM1,PMID_41888324,unspecified tea,unspecified material,multiple component groups,,other,therapeutic roles,systematic review,evidence_synthesis_nonquantitative,review synthesis,,unclear,,,,,multi-target pharmacological effects,,,,"species like L. lucidum and L. robustum are well-documented for their therapeutic roles in nourishing the liver and kidneys, enhancing vision, darkening hair, and serving as functional tea ingredients.",0.80,glm5_nvidia,llm_title_abstract_annotated,Traditional medicine claims for Ligustrum species used as functional tea.; General pharmacological profile of Ligustrum bioactive compounds.; llm_postprocessed=true
PMID_41884463_GLM1,PMID_41884463,dark tea,unspecified material,multiple component groups,,other,Flavor and aroma profile modulation,animal study,preclinical_in_vivo,Aspergillus tubingensis fermentation culture,,unclear,,,,,Temperature-dependent metabolic regulation,Aspergillus tubingensis,1-octen-3-ol; beta-ionone,,"Low temperatures produced a mushroom-like aroma profile dominated by 1-octen-3-ol at dark tea fermentation, while high temperatures yielded a floral-woody profile via massive accumulation of beta-ionone.",0.95,glm5_nvidia,llm_title_abstract_annotated,Bioactivity referenced via specific metabolite production claim.; llm_postprocessed=true
PMID_41882045_GLM1,PMID_41882045,green tea,purified component,catechins,,other,parasite mortality and egg hatch inhibition,animal study,preclinical_in_vivo,Haemonchus contortus from sheep,,unclear,,,,,cuticle distortion and muscular layer degeneration,,,,GT showed potent anthelmintic activity with complete inhibition of egg hatchability and significant larval motility inhibition.,0.95,glm5_nvidia,llm_title_abstract_annotated,Study demonstrates efficacy against albendazole-resistant isolates.; llm_postprocessed=true
PMID_41882045_GLM2,PMID_41882045,green tea,purified component,catechins,,antioxidant,DPPH radical scavenging and Ferric Reducing Antioxidant Power,animal study,preclinical_in_vivo,green tea beverage,,positive,,,,,high Total Phenolic Content and catechin profile,,,,Remarkable GT antioxidant qualities were noted where DPPH radical scavenging activity (85.14%).,0.90,glm5_nvidia,llm_title_abstract_annotated,Chemical assay-based antioxidant evaluation.; llm_postprocessed=true
PMID_41880967_GLM1,PMID_41880967,black tea,purified component,theaflavins,,antioxidant,hydroxyl radical scavenging capacity,animal study,preclinical_in_vivo,in vitro,,positive,,,,,radical scavenging,,,,Large-leaf black teas exhibited stronger hydroxyl radical scavenging capacity (111.37-199.25 U/mg) (p ≤ 0.01).,0.95,glm5_nvidia,llm_title_abstract_annotated,Large-leaf teas showed higher activity.; Correlation between specific compounds and activity.; llm_postprocessed=true
PMID_41868711_GLM1,PMID_41868711,unspecified tea,purified component,catechins,,metabolic improvement,MAFLD development prevention,animal study,preclinical_in_vivo,mouse model,,unclear,,,,,AMPK/ACC activation; SREBP1/FAS suppression,,,Metabolic dysfunction-associated fatty liver disease,"QBT effectively prevents the development of MAFLD, which may be associated with the activation of the AMPK/ACC pathway and the suppression of SREBP1/FAS signaling.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41863981_GLM1,PMID_41863981,unspecified tea,purified component,tea polysaccharides,,gut microbiota modulation,cecal microbiota composition,animal study,preclinical_in_vivo,lion-head geese,,unclear,,,,,microbiota remodeling,"increased Prevotella and Subdoligranulum; decreased Oscillibacter, Desulfovibrio, Firmicutes, Verrucomicrobia",,improved gut health,Metagenomic sequencing showed lower relative abundances of Firmicutes and Verrucomicrobia... increased Prevotella and Subdoligranulum and decreased Oscillibacter and Desulfovibrio.,0.95,glm5_nvidia,llm_title_abstract_annotated,adjudication_status: llm_title_abstract_annotated; annotator_id: glm5_nvidia; llm_postprocessed=true
PMID_41863981_GLM2,PMID_41863981,unspecified tea,purified component,tea polysaccharides,,other,intestinal barrier function,animal study,preclinical_in_vivo,lion-head geese,,positive,,,,,tight junction upregulation,,,reduced serum LPS; increased villus height and V/C ratio,"Dietary supplementation with tea polyphenols significantly increased villus height... mRNA expression of ZO-1, Claudin-5, and Occludin was significantly upregulated... reduced serum lipopolysaccharide (LPS) concentration.",0.95,glm5_nvidia,llm_title_abstract_annotated,adjudication_status: llm_title_abstract_annotated; annotator_id: glm5_nvidia; llm_postprocessed=true
PMID_41863981_GLM3,PMID_41863981,unspecified tea,purified component,tea polysaccharides,,antioxidant,antioxidant status,animal study,preclinical_in_vivo,lion-head geese,,positive,,,,,Nrf2 pathway activation,,,"increased T-AOC, GSH-Px, T-SOD; decreased MDA","Tea polyphenols increased jejunal total antioxidant capacity (T-AOC) and upregulated GPX1, GPX2, HO-1, and Nrf2 mRNA expression... increased glutathione peroxidase (GSH-Px) and total superoxide dismutase (T-SOD) activities, decreased malondialdehyde (MDA) content.",0.95,glm5_nvidia,llm_title_abstract_annotated,adjudication_status: llm_title_abstract_annotated; annotator_id: glm5_nvidia; llm_postprocessed=true
PMID_41863176_GLM1,PMID_41863176,green tea,purified component,catechins,,gut microbiota modulation,gut microbiota modulation,systematic review,evidence_synthesis_nonquantitative,preclinical studies,,unclear,,,,,regulation of gut microbiota,,,tumorigenesis inhibition,"EGCG inhibits tumorigenesis through several mechanisms, mainly involving modulation of signaling pathways, suppression of inflammation, and regulation of gut microbiota in preclinical studies.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41863176_GLM2,PMID_41863176,green tea,purified component,catechins,,other,apoptosis,systematic review,evidence_synthesis_nonquantitative,in vitro and in vivo,,positive,,,,,inhibition of cell proliferation and invasion,,,colorectal cancer,"EGCG has been shown to inhibit cell proliferation, growth, and invasion, trigger apoptosis, and enhance sensitivity to chemotherapy and radiotherapy in patients with CRC.",0.85,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41861686_GLM1,PMID_41861686,yellow tea,purified component,tea polysaccharides,,gut microbiota modulation,gut microbiota composition shift,animal study,preclinical_in_vivo,mouse model,,positive,,,,,barrier-related mechanism,beneficial gut microbiota,SCFAs,intestinal barrier integrity,"ELYP also restored intestinal barrier function by enhancing tight-junction proteins and goblet cell numbers, enriching beneficial gut microbiota and SCFAs composition, and promoting a transition of macrophages and T lymphocytes to an anti-inflammatory phenotype.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41861686_GLM2,PMID_41861686,yellow tea,purified component,tea polysaccharides,,gut microbiota modulation,GLP-1 secretion,animal study,preclinical_in_vivo,mouse model,,positive,,,,,hormone signaling,,,glucose homeostasis,"It significantly increased plasma GLP-1 levels and upregulated genes related to GLP-1 synthesis, processing, and release synthesis and secretion.",0.90,glm5_nvidia,llm_title_abstract_annotated,llm_postprocessed=true
PMID_41859366_GLM1,PMID_41859366,unspecified tea,purified component,caffeine,,other,hyperaccumulation of trans-catechins,animal study,preclinical_in_vivo,tea germplasm Y5,,positive,,,,,regulation by SCPL acyltransferases and MATE transporters,,,,"Y5 preferentially hyperaccumulates trans-catechins over cis-catechins, with gallocatechin gallate (GCG) reaching 70.1 ± 0.3 mg/g.",0.95,glm5_nvidia,llm_title_abstract_annotated,GCG levels were over 50-fold higher than controls.; Amino acid profiles also changed.; llm_postprocessed=true
