source_id,target_id,edge_type,provenance
record:PMID_38430822_R1,tea_type:green_tea,HAS_TEA_TYPE,PMID_38430822
record:PMID_38430822_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_38430822
record:PMID_38430822_R1,activity:metabolic_improvement,SUPPORTS_ACTIVITY,PMID_38430822
record:PMID_38430822_R1,study_type:randomized_controlled_trial,HAS_STUDY_TYPE,PMID_38430822
record:PMID_38430822_R1,evidence_level:human_interventional,HAS_EVIDENCE_LEVEL,PMID_38430822
record:PMID_38430822_R1,mechanism:reduced_small_intestinal_permeability,ACTS_VIA,PMID_38430822
record:PMID_38430822_R1,mechanism:reduced_gut_inflammation,ACTS_VIA,PMID_38430822
record:PMID_38430822_R1,phenotype:metabolic_syndrome_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_38430822
paper:PMID_38430822,record:PMID_38430822_R2,HAS_RECORD,PMID_38430822
record:PMID_38430822_R2,tea_type:green_tea,HAS_TEA_TYPE,PMID_38430822
record:PMID_38430822_R2,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_38430822
record:PMID_38430822_R2,activity:anti_inflammatory,SUPPORTS_ACTIVITY,PMID_38430822
record:PMID_38430822_R2,study_type:randomized_controlled_trial,HAS_STUDY_TYPE,PMID_38430822
record:PMID_38430822_R2,evidence_level:human_interventional,HAS_EVIDENCE_LEVEL,PMID_38430822
record:PMID_38430822_R2,mechanism:reduced_gut_inflammation_without_systemic_cytokine_change,ACTS_VIA,PMID_38430822
record:PMID_38430822_R2,phenotype:systemic_inflammation_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_38430822
paper:PMID_38745351,record:PMID_38745351_R1,HAS_RECORD,PMID_38745351
record:PMID_38745351_R1,tea_type:oolong_tea,HAS_TEA_TYPE,PMID_38745351
record:PMID_38745351_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_38745351
record:PMID_38745351_R1,activity:neuroprotection,SUPPORTS_ACTIVITY,PMID_38745351
record:PMID_38745351_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_38745351
record:PMID_38745351_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_38745351
record:PMID_38745351_R1,mechanism:microglia_activation_reduction,ACTS_VIA,PMID_38745351
record:PMID_38745351_R1,mechanism:intestinal_barrier_protection,ACTS_VIA,PMID_38745351
record:PMID_38745351_R1,mechanism:bdnf_psd95_syn_synaptic_plasticity_support,ACTS_VIA,PMID_38745351
record:PMID_38745351_R1,microbiota:muribaculaceae_clostridia_ucg_014_desulfovibrio,MODULATES_MICROBIOTA,PMID_38745351
microbiota:muribaculaceae_clostridia_ucg_014_desulfovibrio,metabolite:lps_scfas_glutamate,LINKS_TO_METABOLITE,PMID_38745351
record:PMID_38745351_R1,phenotype:cognitive_impairment_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_38745351
metabolite:lps_scfas_glutamate,phenotype:cognitive_impairment_phenotype,AFFECTS_HOST_PHENOTYPE,PMID_38745351
paper:PMID_38745671,record:PMID_38745671_R1,HAS_RECORD,PMID_38745671
record:PMID_38745671_R1,tea_type:green_tea,HAS_TEA_TYPE,PMID_38745671
record:PMID_38745671_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_38745671
record:PMID_38745671_R1,activity:anti_inflammatory,SUPPORTS_ACTIVITY,PMID_38745671
record:PMID_38745671_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_38745671
record:PMID_38745671_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_38745671
record:PMID_38745671_R1,microbiota:mapks_mmp_9_signaling_modulation,MODULATES_MICROBIOTA,PMID_38745671
paper:PMID_38745671,record:PMID_38745671_R2,HAS_RECORD,PMID_38745671
record:PMID_38745671_R2,tea_type:green_tea,HAS_TEA_TYPE,PMID_38745671
record:PMID_38745671_R2,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_38745671
record:PMID_38745671_R2,activity:antioxidant,SUPPORTS_ACTIVITY,PMID_38745671
record:PMID_38745671_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_38745671
record:PMID_38745671_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_38745671
record:PMID_38745671_R2,microbiota:oxidative_stress_driven_signaling_reduction,MODULATES_MICROBIOTA,PMID_38745671
paper:PMID_39153277,record:PMID_39153277_R1,HAS_RECORD,PMID_39153277
record:PMID_39153277_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39153277
record:PMID_39153277_R1,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39153277
record:PMID_39153277_R1,activity:metabolic_improvement,SUPPORTS_ACTIVITY,PMID_39153277
record:PMID_39153277_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_39153277
record:PMID_39153277_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39153277
record:PMID_39153277_R1,mechanism:alternative_bile_acid_synthesis_activation,ACTS_VIA,PMID_39153277
record:PMID_39153277_R1,mechanism:fxr_fgf15_fgfr4_asbt_suppression,ACTS_VIA,PMID_39153277
record:PMID_39153277_R1,mechanism:fxr_shp_pathway_modulation,ACTS_VIA,PMID_39153277
record:PMID_39153277_R1,microbiota:muribaculaceae_pseudomonas_acterium_coprostanoligenes_group_clostridiales_lachnospiraceae_nk4a136_group_delftia_dubosiella_romboutsia,MODULATES_MICROBIOTA,PMID_39153277
microbiota:muribaculaceae_pseudomonas_acterium_coprostanoligenes_group_clostridiales_lachnospiraceae_nk4a136_group_delftia_dubosiella_romboutsia,metabolite:conjugated_bile_acids_non_12oh_bile_acids,LINKS_TO_METABOLITE,PMID_39153277
record:PMID_39153277_R1,phenotype:nafld_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39153277
metabolite:conjugated_bile_acids_non_12oh_bile_acids,phenotype:nafld_phenotype,AFFECTS_HOST_PHENOTYPE,PMID_39153277
paper:PMID_39153277,record:PMID_39153277_R2,HAS_RECORD,PMID_39153277
record:PMID_39153277_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39153277
record:PMID_39153277_R2,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39153277
record:PMID_39153277_R2,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_39153277
record:PMID_39153277_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_39153277
record:PMID_39153277_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39153277
record:PMID_39153277_R2,mechanism:bile_salt_hydrolase_related_microbial_remodeling,ACTS_VIA,PMID_39153277
record:PMID_39153277_R2,mechanism:taurine_metabolism_genera_increase,ACTS_VIA,PMID_39153277
record:PMID_39153277_R2,microbiota:muribaculaceae_pseudomonas_acterium_coprostanoligenes_group_clostridiales_lachnospiraceae_nk4a136_group_delftia_dubosiella_romboutsia,MODULATES_MICROBIOTA,PMID_39153277
microbiota:muribaculaceae_pseudomonas_acterium_coprostanoligenes_group_clostridiales_lachnospiraceae_nk4a136_group_delftia_dubosiella_romboutsia,metabolite:conjugated_bile_acids_non_12oh_bile_acids,LINKS_TO_METABOLITE,PMID_39153277
record:PMID_39153277_R2,phenotype:nafld_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39153277
metabolite:conjugated_bile_acids_non_12oh_bile_acids,phenotype:nafld_phenotype,AFFECTS_HOST_PHENOTYPE,PMID_39153277
paper:PMID_39255891,record:PMID_39255891_R1,HAS_RECORD,PMID_39255891
record:PMID_39255891_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39255891
record:PMID_39255891_R1,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39255891
record:PMID_39255891_R1,activity:metabolic_improvement,SUPPORTS_ACTIVITY,PMID_39255891
record:PMID_39255891_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_39255891
record:PMID_39255891_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39255891
record:PMID_39255891_R1,mechanism:reduced_pro_inflammatory_cytokines,ACTS_VIA,PMID_39255891
record:PMID_39255891_R1,mechanism:metabolic_syndrome_attenuation,ACTS_VIA,PMID_39255891
record:PMID_39255891_R1,microbiota:taxa_to_be_verified_from_full_text,MODULATES_MICROBIOTA,PMID_39255891
record:PMID_39255891_R1,phenotype:metabolic_syndrome_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39255891
paper:PMID_39255891,record:PMID_39255891_R2,HAS_RECORD,PMID_39255891
record:PMID_39255891_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39255891
record:PMID_39255891_R2,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39255891
record:PMID_39255891_R2,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_39255891
record:PMID_39255891_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_39255891
record:PMID_39255891_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39255891
record:PMID_39255891_R2,mechanism:gut_microbiota_associated_metabolic_regulation,ACTS_VIA,PMID_39255891
record:PMID_39255891_R2,microbiota:taxa_to_be_verified_from_full_text,MODULATES_MICROBIOTA,PMID_39255891
record:PMID_39255891_R2,phenotype:metabolic_syndrome_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39255891
paper:PMID_39274868,record:PMID_39274868_R1,HAS_RECORD,PMID_39274868
record:PMID_39274868_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39274868
record:PMID_39274868_R1,component_group:multiple_component_groups,HAS_COMPONENT_GROUP,PMID_39274868
record:PMID_39274868_R1,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_39274868
record:PMID_39274868_R1,study_type:systematic_review,HAS_STUDY_TYPE,PMID_39274868
record:PMID_39274868_R1,evidence_level:evidence_synthesis_nonquantitative,HAS_EVIDENCE_LEVEL,PMID_39274868
record:PMID_39274868_R1,mechanism:microbiota_mediated_modulation,ACTS_VIA,PMID_39274868
paper:PMID_39452088,record:PMID_39452088_R1,HAS_RECORD,PMID_39452088
record:PMID_39452088_R1,tea_type:dark_post_fermented_tea,HAS_TEA_TYPE,PMID_39452088
record:PMID_39452088_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_39452088
record:PMID_39452088_R1,activity:anti_obesity,SUPPORTS_ACTIVITY,PMID_39452088
record:PMID_39452088_R1,study_type:systematic_review,HAS_STUDY_TYPE,PMID_39452088
record:PMID_39452088_R1,evidence_level:evidence_synthesis_nonquantitative,HAS_EVIDENCE_LEVEL,PMID_39452088
record:PMID_39452088_R1,mechanism:microbiota_mediated_anti_obesity_mechanisms,ACTS_VIA,PMID_39452088
paper:PMID_39479919,record:PMID_39479919_R1,HAS_RECORD,PMID_39479919
record:PMID_39479919_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39479919
record:PMID_39479919_R1,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39479919
record:PMID_39479919_R1,activity:antioxidant,SUPPORTS_ACTIVITY,PMID_39479919
record:PMID_39479919_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_39479919
record:PMID_39479919_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39479919
record:PMID_39479919_R1,mechanism:nf_kb_suppression,ACTS_VIA,PMID_39479919
record:PMID_39479919_R1,mechanism:antioxidant_enzyme_restoration,ACTS_VIA,PMID_39479919
record:PMID_39479919_R1,mechanism:oxidative_stress_reduction,ACTS_VIA,PMID_39479919
record:PMID_39479919_R1,microbiota:firmicutes_bacteroidota_ratio_lactobacillus,MODULATES_MICROBIOTA,PMID_39479919
record:PMID_39479919_R1,phenotype:oxidative_damage_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39479919
paper:PMID_39479919,record:PMID_39479919_R2,HAS_RECORD,PMID_39479919
record:PMID_39479919_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39479919
record:PMID_39479919_R2,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_39479919
record:PMID_39479919_R2,activity:neuroprotection,SUPPORTS_ACTIVITY,PMID_39479919
record:PMID_39479919_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_39479919
record:PMID_39479919_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39479919
record:PMID_39479919_R2,mechanism:microglial_activation_reduction,ACTS_VIA,PMID_39479919
record:PMID_39479919_R2,mechanism:neuroinflammation_suppression,ACTS_VIA,PMID_39479919
record:PMID_39479919_R2,microbiota:firmicutes_bacteroidota_ratio_lactobacillus,MODULATES_MICROBIOTA,PMID_39479919
record:PMID_39479919_R2,phenotype:microglial_oxidative_damage,ASSOCIATED_HOST_PHENOTYPE,PMID_39479919
paper:PMID_39574401,record:PMID_39574401_R1,HAS_RECORD,PMID_39574401
record:PMID_39574401_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39574401
record:PMID_39574401_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_39574401
record:PMID_39574401_R1,activity:anti_obesity,SUPPORTS_ACTIVITY,PMID_39574401
record:PMID_39574401_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_39574401
record:PMID_39574401_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39574401
record:PMID_39574401_R1,mechanism:gut_barrier_preservation,ACTS_VIA,PMID_39574401
record:PMID_39574401_R1,mechanism:tlr4_signaling_inhibition,ACTS_VIA,PMID_39574401
record:PMID_39574401_R1,mechanism:inflammatory_cytokine_suppression,ACTS_VIA,PMID_39574401
record:PMID_39574401_R1,microbiota:blautia_faecalibaculum_colidextribacter,MODULATES_MICROBIOTA,PMID_39574401
microbiota:blautia_faecalibaculum_colidextribacter,metabolite:scfas,LINKS_TO_METABOLITE,PMID_39574401
record:PMID_39574401_R1,phenotype:obesity_related_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_39574401
metabolite:scfas,phenotype:obesity_related_phenotype,AFFECTS_HOST_PHENOTYPE,PMID_39574401
paper:PMID_39574401,record:PMID_39574401_R2,HAS_RECORD,PMID_39574401
record:PMID_39574401_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_39574401
record:PMID_39574401_R2,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_39574401
record:PMID_39574401_R2,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_39574401
record:PMID_39574401_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_39574401
record:PMID_39574401_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_39574401
record:PMID_39574401_R2,mechanism:g_protein_coupled_receptor_activation,ACTS_VIA,PMID_39574401
record:PMID_39574401_R2,mechanism:histone_deacetylase_inhibition,ACTS_VIA,PMID_39574401
record:PMID_39574401_R2,mechanism:tight_junction_enhancement,ACTS_VIA,PMID_39574401
record:PMID_39574401_R2,mechanism:barrier_protection,ACTS_VIA,PMID_39574401
record:PMID_39574401_R2,microbiota:blautia_faecalibaculum_colidextribacter,MODULATES_MICROBIOTA,PMID_39574401
microbiota:blautia_faecalibaculum_colidextribacter,metabolite:scfas,LINKS_TO_METABOLITE,PMID_39574401
record:PMID_39574401_R2,phenotype:intestinal_barrier_integrity_and_reduced_inflammation_state,ASSOCIATED_HOST_PHENOTYPE,PMID_39574401
metabolite:scfas,phenotype:intestinal_barrier_integrity_and_reduced_inflammation_state,AFFECTS_HOST_PHENOTYPE,PMID_39574401
paper:PMID_39732435,record:PMID_39732435_R1,HAS_RECORD,PMID_39732435
record:PMID_39732435_R1,tea_type:black_tea,HAS_TEA_TYPE,PMID_39732435
record:PMID_39732435_R1,component_group:whole_extract,HAS_COMPONENT_GROUP,PMID_39732435
record:PMID_39732435_R1,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_39732435
record:PMID_39732435_R1,study_type:randomized_controlled_trial,HAS_STUDY_TYPE,PMID_39732435
record:PMID_39732435_R1,evidence_level:human_interventional,HAS_EVIDENCE_LEVEL,PMID_39732435
record:PMID_39732435_R1,mechanism:commensal_enrichment_in_obese_subgroup,ACTS_VIA,PMID_39732435
record:PMID_39732435_R1,microbiota:bacteroidota_akkermansiaceae_subdoligranulum_ruminococcus_dorea,MODULATES_MICROBIOTA,PMID_39732435
record:PMID_39732435_R1,phenotype:microbiota_profile,ASSOCIATED_HOST_PHENOTYPE,PMID_39732435
paper:PMID_40160899,record:PMID_40160899_R1,HAS_RECORD,PMID_40160899
record:PMID_40160899_R1,tea_type:green_tea,HAS_TEA_TYPE,PMID_40160899
record:PMID_40160899_R1,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_40160899
record:PMID_40160899_R1,activity:antioxidant,SUPPORTS_ACTIVITY,PMID_40160899
record:PMID_40160899_R1,study_type:meta_analysis,HAS_STUDY_TYPE,PMID_40160899
record:PMID_40160899_R1,evidence_level:evidence_synthesis,HAS_EVIDENCE_LEVEL,PMID_40160899
paper:PMID_40160899,record:PMID_40160899_R2,HAS_RECORD,PMID_40160899
record:PMID_40160899_R2,tea_type:green_tea,HAS_TEA_TYPE,PMID_40160899
record:PMID_40160899_R2,component_group:mixed_polyphenols,HAS_COMPONENT_GROUP,PMID_40160899
record:PMID_40160899_R2,activity:anti_inflammatory,SUPPORTS_ACTIVITY,PMID_40160899
record:PMID_40160899_R2,study_type:meta_analysis,HAS_STUDY_TYPE,PMID_40160899
record:PMID_40160899_R2,evidence_level:evidence_synthesis,HAS_EVIDENCE_LEVEL,PMID_40160899
paper:PMID_40314930,record:PMID_40314930_R1,HAS_RECORD,PMID_40314930
record:PMID_40314930_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_40314930
record:PMID_40314930_R1,component_group:theanine,HAS_COMPONENT_GROUP,PMID_40314930
record:PMID_40314930_R1,activity:neuroprotection,SUPPORTS_ACTIVITY,PMID_40314930
record:PMID_40314930_R1,study_type:meta_analysis,HAS_STUDY_TYPE,PMID_40314930
record:PMID_40314930_R1,evidence_level:evidence_synthesis,HAS_EVIDENCE_LEVEL,PMID_40314930
record:PMID_40314930_R1,phenotype:systematic_review_and_meta_analysis_of_rcts_on_tea_or_l_theanine_or_l_theanine_plus_caffeine_reporting_cognition_related_outcomes_in_healthy_participants,ASSOCIATED_HOST_PHENOTYPE,PMID_40314930
paper:PMID_40640361,record:PMID_40640361_R1,HAS_RECORD,PMID_40640361
record:PMID_40640361_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_40640361
record:PMID_40640361_R1,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_40640361
record:PMID_40640361_R1,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_40640361
record:PMID_40640361_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_40640361
record:PMID_40640361_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_40640361
record:PMID_40640361_R1,mechanism:physiology_associated_microbiota_modulation,ACTS_VIA,PMID_40640361
record:PMID_40640361_R1,phenotype:physiological_health_indicators,ASSOCIATED_HOST_PHENOTYPE,PMID_40640361
paper:PMID_40640361,record:PMID_40640361_R2,HAS_RECORD,PMID_40640361
record:PMID_40640361_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_40640361
record:PMID_40640361_R2,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_40640361
record:PMID_40640361_R2,activity:metabolic_improvement,SUPPORTS_ACTIVITY,PMID_40640361
record:PMID_40640361_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_40640361
record:PMID_40640361_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_40640361
record:PMID_40640361_R2,mechanism:microbiota_associated_physiological_regulation,ACTS_VIA,PMID_40640361
record:PMID_40640361_R2,phenotype:physiological_health_indicators,ASSOCIATED_HOST_PHENOTYPE,PMID_40640361
paper:PMID_40957830,record:PMID_40957830_R1,HAS_RECORD,PMID_40957830
record:PMID_40957830_R1,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_40957830
record:PMID_40957830_R1,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_40957830
record:PMID_40957830_R1,activity:anti_obesity,SUPPORTS_ACTIVITY,PMID_40957830
record:PMID_40957830_R1,study_type:animal_study,HAS_STUDY_TYPE,PMID_40957830
record:PMID_40957830_R1,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_40957830
record:PMID_40957830_R1,mechanism:microbiota_butyrate_adipose_axis,ACTS_VIA,PMID_40957830
record:PMID_40957830_R1,mechanism:thermogenesis_activation,ACTS_VIA,PMID_40957830
record:PMID_40957830_R1,microbiota:bifidobacterium_species,MODULATES_MICROBIOTA,PMID_40957830
microbiota:bifidobacterium_species,metabolite:butyrate,LINKS_TO_METABOLITE,PMID_40957830
record:PMID_40957830_R1,phenotype:obesity_related_phenotype,ASSOCIATED_HOST_PHENOTYPE,PMID_40957830
metabolite:butyrate,phenotype:obesity_related_phenotype,AFFECTS_HOST_PHENOTYPE,PMID_40957830
paper:PMID_40957830,record:PMID_40957830_R2,HAS_RECORD,PMID_40957830
record:PMID_40957830_R2,tea_type:unspecified_tea,HAS_TEA_TYPE,PMID_40957830
record:PMID_40957830_R2,component_group:tea_polysaccharides,HAS_COMPONENT_GROUP,PMID_40957830
record:PMID_40957830_R2,activity:gut_microbiota_modulation,SUPPORTS_ACTIVITY,PMID_40957830
record:PMID_40957830_R2,study_type:animal_study,HAS_STUDY_TYPE,PMID_40957830
record:PMID_40957830_R2,evidence_level:preclinical_in_vivo,HAS_EVIDENCE_LEVEL,PMID_40957830
record:PMID_40957830_R2,mechanism:butyrate_mediated_adipose_browning,ACTS_VIA,PMID_40957830
record:PMID_40957830_R2,mechanism:pgc_1alpha_ucp1_thermogenic_programming,ACTS_VIA,PMID_40957830
record:PMID_40957830_R2,microbiota:bifidobacterium_species,MODULATES_MICROBIOTA,PMID_40957830
microbiota:bifidobacterium_species,metabolite:butyrate,LINKS_TO_METABOLITE,PMID_40957830
record:PMID_40957830_R2,phenotype:adipose_browning,ASSOCIATED_HOST_PHENOTYPE,PMID_40957830
metabolite:butyrate,phenotype:adipose_browning,AFFECTS_HOST_PHENOTYPE,PMID_40957830
